gene_symbol	ncbi_gene	ensembl_gene	db_gene_symbol	db_ncbi_gene	db_ensembl_gene	source_gene	gs_id	gs_name	gs_collection	gs_subcollection	gs_collection_name	gs_description	gs_source_species	gs_pmid	gs_geoid	gs_exact_source	gs_url	db_version	db_target_species	Selected_Ensembl_ID
LPCAT3	10162	ENSG00000111684	LPCAT3	10162	ENSG00000111684	LPCAT3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000111684
LPL	4023	ENSG00000175445	LPL	4023	ENSG00000175445	LPL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000175445
LTC4S	4056	ENSG00000213316	LTC4S	4056	ENSG00000213316	LTC4S	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000213316
MAP4K3	8491	ENSG00000011566	MAP4K3	8491	ENSG00000011566	MAP4K3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000011566
MCCC1	56922	ENSG00000078070	MCCC1	56922	ENSG00000078070	MCCC1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000078070
MDH2	4191	ENSG00000146701	MDH2	4191	ENSG00000146701	MDH2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000146701
ME1	4199	ENSG00000065833	ME1	4199	ENSG00000065833	ME1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000065833
MGLL	11343	ENSG00000074416	MGLL	11343	ENSG00000074416	MGLL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000074416
MGST3	4259	ENSG00000143198	MGST3	4259	ENSG00000143198	MGST3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000143198
MIGA2	84895	ENSG00000148343	MIGA2	84895	ENSG00000148343	FAM73B	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000148343
MRAP	56246	ENSG00000170262	MRAP	56246	ENSG00000170262	MRAP	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000170262
MRPL15	29088	ENSG00000137547	MRPL15	29088	ENSG00000137547	MRPL15	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000137547
MTARC2	54996	ENSG00000117791	MTARC2	54996	ENSG00000117791	MOSC2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000117791
MTCH2	23788	ENSG00000109919	MTCH2	23788	ENSG00000109919	MTCH2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000109919
MYLK	4638	ENSG00000065534	MYLK	4638	ENSG00000065534	MYLK	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000065534
NABP1	64859	ENSG00000173559	NABP1	64859	ENSG00000173559	OBFC2A	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000173559
NDUFA5	4698	ENSG00000128609	NDUFA5	4698	ENSG00000128609	NDUFA5	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000128609
NDUFAB1	4706	ENSG00000004779	NDUFAB1	4706	ENSG00000004779	NDUFAB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000004779
NDUFB7	4713	ENSG00000099795	NDUFB7	4713	ENSG00000099795	NDUFB7	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000099795
NDUFS3	4722	ENSG00000213619	NDUFS3	4722	ENSG00000213619	NDUFS3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000213619
NKIRAS1	28512	ENSG00000197885	NKIRAS1	28512	ENSG00000197885	NKIRAS1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000197885
NMT1	4836	ENSG00000136448	NMT1	4836	ENSG00000136448	NMT1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000136448
OMD	4958	ENSG00000127083	OMD	4958	ENSG00000127083	OMD	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000127083
ORM1	5004	ENSG00000229314	ORM1	5004	ENSG00000229314	ORM1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000229314
PDCD4	27250	ENSG00000150593	PDCD4	27250	ENSG00000150593	PDCD4	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000150593
PEMT	10400	ENSG00000133027	PEMT	10400	ENSG00000133027	PEMT	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000133027
PEX14	5195	ENSG00000142655	PEX14	5195	ENSG00000142655	PEX14	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000142655
PFKFB3	5209	ENSG00000170525	PFKFB3	5209	ENSG00000170525	PFKFB3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000170525
PFKL	5211	ENSG00000141959	PFKL	5211	ENSG00000141959	PFKL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000141959
PGM1	5236	ENSG00000079739	PGM1	5236	ENSG00000079739	PGM1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000079739
PHLDB1	23187	ENSG00000019144	PHLDB1	23187	ENSG00000019144	PHLDB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000019144
PHYH	5264	ENSG00000107537	PHYH	5264	ENSG00000107537	PHYH	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000107537
PIM3	415116	ENSG00000198355	PIM3	415116	ENSG00000198355	PIM3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000198355
PLIN2	123	ENSG00000147872	PLIN2	123	ENSG00000147872	PLIN2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000147872
POR	5447	ENSG00000127948	POR	5447	ENSG00000127948	POR	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000127948
PPARG	5468	ENSG00000132170	PPARG	5468	ENSG00000132170	PPARG	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000132170
PPM1B	5495	ENSG00000138032	PPM1B	5495	ENSG00000138032	PPM1B	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000138032
PPP1R15B	84919	ENSG00000158615	PPP1R15B	84919	ENSG00000158615	PPP1R15B	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000158615
PRDX3	10935	ENSG00000165672	PRDX3	10935	ENSG00000165672	PRDX3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000165672
PREB	10113	ENSG00000138073	PREB	10113	ENSG00000138073	PREB	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000138073
PTCD3	55037	ENSG00000132300	PTCD3	55037	ENSG00000132300	PTCD3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000132300
PTGER3	5733	ENSG00000050628	PTGER3	5733	ENSG00000050628	PTGER3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000050628
QDPR	5860	ENSG00000151552	QDPR	5860	ENSG00000151552	QDPR	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000151552
RAB34	83871	ENSG00000109113	RAB34	83871	ENSG00000109113	RAB34	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000109113
REEP5	7905	ENSG00000129625	REEP5	7905	ENSG00000129625	REEP5	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000129625
REEP6	92840	ENSG00000115255	REEP6	92840	ENSG00000115255	REEP6	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000115255
RETN	56729	ENSG00000104918	RETN	56729	ENSG00000104918	RETN	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000104918
RETSAT	54884	ENSG00000042445	RETSAT	54884	ENSG00000042445	RETSAT	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000042445
RIOK3	8780	ENSG00000101782	RIOK3	8780	ENSG00000101782	RIOK3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000101782
RMDN3	55177	ENSG00000137824	RMDN3	55177	ENSG00000137824	FAM82A2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000137824
RNF11	26994	ENSG00000123091	RNF11	26994	ENSG00000123091	RNF11	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000123091
RREB1	6239	ENSG00000124782	RREB1	6239	ENSG00000124782	RREB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000124782
RTN3	10313	ENSG00000133318	RTN3	10313	ENSG00000133318	RTN3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000133318
SAMM50	25813	ENSG00000100347	SAMM50	25813	ENSG00000100347	SAMM50	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000100347
SCARB1	949	ENSG00000073060	SCARB1	949	ENSG00000073060	SCARB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000073060
SCP2	6342	ENSG00000116171	SCP2	6342	ENSG00000116171	SCP2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000116171
SDHB	6390	ENSG00000117118	SDHB	6390	ENSG00000117118	SDHB	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000117118
SDHC	6391	ENSG00000143252	SDHC	6391	ENSG00000143252	SDHC	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000143252
SLC19A1	6573	ENSG00000173638	SLC19A1	6573	ENSG00000173638	SLC19A1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000173638
SLC1A5	6510	ENSG00000105281	SLC1A5	6510	ENSG00000105281	SLC1A5	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000105281
SLC25A1	6576	ENSG00000100075	SLC25A1	6576	ENSG00000100075	SLC25A1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000100075
SLC25A10	1468	ENSG00000183048	SLC25A10	1468	ENSG00000183048	SLC25A10	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000183048
SLC27A1	376497	ENSG00000130304	SLC27A1	376497	ENSG00000130304	SLC27A1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000130304
SLC5A6	8884	ENSG00000138074	SLC5A6	8884	ENSG00000138074	SLC5A6	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000138074
SLC66A3	130814	ENSG00000162976	SLC66A3	130814	ENSG00000162976	PQLC3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000162976
SNCG	6623	ENSG00000173267	SNCG	6623	ENSG00000173267	SNCG	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000173267
SOD1	6647	ENSG00000142168	SOD1	6647	ENSG00000142168	SOD1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000142168
SORBS1	10580	ENSG00000095637	SORBS1	10580	ENSG00000095637	SORBS1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000095637
SOWAHC	65124	ENSG00000198142	SOWAHC	65124	ENSG00000198142	ANKRD57	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000198142
SPARCL1	8404	ENSG00000152583	SPARCL1	8404	ENSG00000152583	SPARCL1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000152583
SQOR	58472	ENSG00000137767	SQOR	58472	ENSG00000137767	SQRDL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000137767
SSPN	8082	ENSG00000123096	SSPN	8082	ENSG00000123096	SSPN	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000123096
STAT5A	6776	ENSG00000126561	STAT5A	6776	ENSG00000126561	STAT5A	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000126561
STOM	2040	ENSG00000148175	STOM	2040	ENSG00000148175	STOM	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000148175
SUCLG1	8802	ENSG00000163541	SUCLG1	8802	ENSG00000163541	SUCLG1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000163541
SULT1A1	6817	ENSG00000196502	SULT1A1	6817	ENSG00000196502	SULT1A1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000196502
TALDO1	6888	ENSG00000177156	TALDO1	6888	ENSG00000177156	TALDO1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000177156
TANK	10010	ENSG00000136560	TANK	10010	ENSG00000136560	TANK	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000136560
TKT	7086	ENSG00000163931	TKT	7086	ENSG00000163931	TKT	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000163931
TOB1	10140	ENSG00000141232	TOB1	10140	ENSG00000141232	TOB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000141232
TST	7263	ENSG00000128311	TST	7263	ENSG00000128311	TST	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000128311
UBC	7316	ENSG00000150991	UBC	7316	ENSG00000150991	UBC	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000150991
UBQLN1	29979	ENSG00000135018	UBQLN1	29979	ENSG00000135018	UBQLN1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000135018
UCK1	83549	ENSG00000130717	UCK1	83549	ENSG00000130717	UCK1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000130717
UCP2	7351	ENSG00000175567	UCP2	7351	ENSG00000175567	UCP2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000175567
UQCR10	29796	ENSG00000184076	UQCR10	29796	ENSG00000184076	UQCR10	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000184076
UQCR11	10975	ENSG00000127540	UQCR11	10975	ENSG00000127540	UQCR11	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000127540
UQCRC1	7384	ENSG00000010256	UQCRC1	7384	ENSG00000010256	UQCRC1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000010256
UQCRQ	27089	ENSG00000164405	UQCRQ	27089	ENSG00000164405	UQCRQ	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000164405
VEGFB	7423	ENSG00000173511	VEGFB	7423	ENSG00000173511	VEGFB	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000173511
YWHAG	7532	ENSG00000170027	YWHAG	7532	ENSG00000170027	YWHAG	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	ENSG00000170027
AARS1	16	ENSG00000090861	AARS1	16	ENSG00000090861	AARS	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000090861
ABCE1	6059	ENSG00000164163	ABCE1	6059	ENSG00000164163	ABCE1	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000164163
ABI1	10006	ENSG00000136754	ABI1	10006	ENSG00000136754	ABI1	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000136754
ACHE	43	ENSG00000087085	ACHE	43	ENSG00000087085	ACHE	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000087085
ACVR2A	92	ENSG00000121989	ACVR2A	92	ENSG00000121989	ACVR2A	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000121989
AKT1	207	ENSG00000142208	AKT1	207	ENSG00000142208	AKT1	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000142208
APBB1	322	ENSG00000166313	APBB1	322	ENSG00000166313	APBB1	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000166313
B2M	567	ENSG00000166710	B2M	567	ENSG00000166710	B2M	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000166710
BCAT1	586	ENSG00000060982	BCAT1	586	ENSG00000060982	BCAT1	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000060982
BCL10	8915	ENSG00000142867	BCL10	8915	ENSG00000142867	BCL10	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000142867
BCL3	602	ENSG00000069399	BCL3	602	ENSG00000069399	BCL3	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000069399
BRCA1	672	ENSG00000012048	BRCA1	672	ENSG00000012048	BRCA1	M5950	HALLMARK_ALLOGRAFT_REJECTION	H		Hallmark	Genes up-regulated during transplant rejection.	HS	26771021				2026.1.Hs	HS	ENSG00000012048
